"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"63992",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563047",0,2,7,1,4,7879,52,1220,303,7,6,1,1,0,2,0,1,2,1,0,0,2,0,2,1,2
"235852",2,17,4,0,1,1,4,0,0,0,9,0,6,11,16,0,1,1,0,1,0,0,0,0,0,0
"166835",26346,9003,143,8,7,15,392,29,21,2,45,465,72,93,67,37,8,102,1,7,15,6,5,177,29,5
"7185",3,10,9,0,1,0,95,0,1,1,19,1,91,118,109,28,42,0,0,0,0,0,0,2,0,0
"445073",283,124,115,13,74,1,62,1,1,3,32,23,54,83,84,8,13,0,0,0,0,3,1,3,0,0
"149330",0,5,6,0,0,3,65,18,0,0,46,7,2,1,0,0,101,7,0,1,1,0,0,0,0,0
"346019",11,5,11,0,0,0,1,0,0,5,259,35,4,0,1,1,66,2,0,0,0,0,0,0,0,0
"341757",9,2,1,0,0,5,53,2,0,0,83,9,4,0,3,0,18,2,0,1,0,0,0,0,0,0
"6825",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102566",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149152",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6370",33,124,11,0,0,0,0,0,1,1,82,60,68,172,102,2,4,2,0,1,0,0,0,0,0,0
"550256",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519627",0,1,0,0,0,0,0,0,0,0,0,2,156,302,313,0,1,0,0,0,0,0,1,1,0,0
"262569",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"181735",0,4,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0
"470243",1,0,0,0,0,150,2,197,52,6,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"63985",0,0,0,0,0,4,0,2,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360229",16,27,12,35,29,24837,257,3498,546482,2074,117,149,178,88,35,18,87,803,41,31,24,41,33,91,44,49
"56599",0,0,1,0,0,181,31,115,31,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"536311",14,15,16,13,11,5748,238,3882,190460,1104,100,57,103,44,25,5,40,373,15,13,12,30,18,37,21,26
"92167",0,0,3,1,0,410,1,1,206,18,2,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1
"55486",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104316",0,0,0,0,0,1,0,10,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544854",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243539",0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144420",14,6,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
"534652",0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"302050",0,0,0,0,0,0,0,0,0,0,5,17,10,3,1,0,0,0,0,0,0,0,0,0,0,0
"114612",39,242,26,30,7,290,138,75,45,31,137,6068,8241,23863,21743,1361,717,252,5,8,9,5,24,46,10,6
"529406",0,0,0,1,0,0,12,0,2,0,1,4,3,5,1,0,0,0,0,0,1,0,1,0,0,0
"156646",0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,0,0,2,0,0,1,0,0,2,0,0
"108436",0,12,0,0,0,71,78,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
"6540",121,19,227,0,0,0,0,0,1,0,2,2,3,26,20,1,2,0,3,4,3,0,0,0,0,1
"141903",21,7,0,0,0,9,16,13,0,4,18,1,5,9,20,2,3,2,11,7,21,0,0,0,0,0
"528137",15,43,2,1,0,2,4,12,0,2,29,16,67,176,239,0,43,2,0,0,3,0,0,1,0,0
"567753",302,710,626,1,5,16,89,61,10,12,595,270,623,2196,2986,24,13,47,34,283,152,1,1,11,7,1
"35148",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586984",56,158,11,2,0,3,35,3,2,9,146,714,195,256,327,11,4,5,0,2,0,0,1,1,2,0
"165690",0,1,3,0,0,0,193,3,1,0,0,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0
"540537",3,25,2,0,0,3,7,0,1,0,2,3,12,35,22,0,0,6,0,0,0,0,0,1,1,0
"6697",0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0
"153255",10,147,1,0,0,1,43,3,2,1,39,13,345,562,759,10,5,3,0,0,2,0,3,2,0,0
"42580",5,38,3,3,2,27,5,6,4,0,19,24,159,635,427,11,4,2,2,0,2,1,2,2,0,0
"139914",0,4,0,0,0,0,0,0,0,0,18,3,11,32,31,0,0,0,0,0,0,0,0,0,0,0
"562528",1,1,0,0,0,0,2,0,1,0,0,1,22,103,78,1,0,0,0,10,2,0,0,0,0,0
"591499",249,760,4,1,2,5,32,1,2,0,33,4,61,75,104,1,0,1,1,17,0,1,0,0,2,0
"181996",12,18,1,0,0,1,1,0,0,1,22,3,171,476,220,4,0,0,0,0,0,0,0,1,0,1
"7344",0,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563357",28,14,25,1,0,2,2,0,1,5,161,6,85,214,165,0,1,0,1,1,0,0,0,1,0,0
"102382",711,3972,6371,0,1,583,1612,276,6,6,21,438,14,30,20,1,1,5,4,5,1,1,1,9,21,16
"313175",74,965,759,0,0,344,773,92,2,0,32,179,6,4,7,0,1,0,1,2,2,0,0,8,15,7
"324539",20,68,23,4,4,0,8,2,38,275,21807,29188,271,76,182,4,43,7,4,2,5,8,3,14,3,13
"73191",73,544,52,1,2,5,77,1,9,16,1321,38,1091,2314,2031,225,596,158,1,4,2,0,5,4,4,1
"349239",8,5,1,0,0,2,8,0,3,0,1,1,4,15,5,457,12,355,1,0,1,0,0,0,1,0
"64871",719,1521,99,1,2,49,6067,168,19,77,4966,119,111,515,227,8,121,13,3,2,0,0,3,7,6,6
"374294",50,373,5,1,0,16,77,6,1,0,10,1,23,40,44,1,0,0,0,0,1,0,0,0,2,0
"245117",0,1,0,0,0,0,1,0,1,0,0,8,5,8,19,0,0,0,0,0,0,0,0,0,0,0
"119723",36,12,0,0,0,0,6,0,1,4,101,62,143,416,380,4,3,0,0,0,0,0,0,5,1,0
"142675",1,0,1,0,0,0,4,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141709",564,1596,191,30,17,612,3849,167,51,296,29059,2867,5737,8606,9844,87,319,43,16,13,6,2,24,40,12,16
"83899",3,30,0,0,0,0,8,0,0,5,53,11,8,24,26,1,1,0,0,0,0,0,0,1,0,0
"391129",14,25,4,0,0,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521030",0,0,0,0,0,0,0,0,0,1,67,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0
"553047",0,0,0,0,0,0,4,0,0,0,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"576010",4,22,2,0,1,7,1422,67,0,6,225,32,38,48,34,0,15,5,2,0,0,1,0,0,1,1
"105081",0,4,3,0,0,7,14,10,0,0,17,0,3,6,6,0,0,0,0,0,0,0,0,2,0,0
"410688",440,308,1472,0,0,83,410,90,3,9,214,2903,37,52,48,1,49,5,3,7,0,0,3,6,4,3
"269558",134,825,824,0,3,3,14,5,1,3,75,14,23,52,17,1,1,0,0,0,1,0,0,4,8,4
"582407",30,81,21,2,6,1,142,6,61,408,31079,13575,432,983,955,10,14,9,13,4,3,2,2,13,5,16
"368509",70,650,27,0,0,15,303,0,6,5,320,1661,298,641,364,3,1,2,0,0,1,1,3,1,1,3
"162964",41,374,17,1,0,42,381,4,12,69,5675,1743,416,596,532,5,2,4,5,0,1,1,4,4,4,5
"142773",36,328,1,0,0,93,148,40,4,11,564,8236,134,65,106,1,4,3,0,3,1,1,2,4,3,0
"6997",1,1,0,0,0,1,2,0,0,0,1,5,5,5,17,0,1,1,0,0,0,0,0,0,0,0
"584580",5,6,2,0,0,1,38,2,3,45,3715,52,47,62,47,12,12,1,1,0,0,0,1,2,1,0
"552264",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280799",3,6,5,0,0,23,677,20,2,0,37,19,24,45,55,2,7,0,0,1,1,0,0,0,0,0
"101552",25,487,297,0,0,19,1084,118,10,6,378,498,170,437,380,243,1993,104,3,1,0,0,1,1,0,1
"37911",6,2,30,0,0,0,0,0,1,1,3,1,11,68,34,1,0,0,0,0,0,0,0,0,1,0
"263929",95,177,12,4,0,3,116,1,2,29,1561,118,163,475,429,10,1,1,0,0,1,0,1,1,2,0
"110215",12,9,3,0,0,0,4,1,0,0,27,2,31,412,177,1,0,0,0,0,0,0,0,0,0,0
"7173",3,0,0,0,0,1,19,0,2,5,373,115,66,93,115,1,2,0,0,0,0,0,1,0,0,0
"277679",525,1155,1,1,0,26,69,15,1,1,84,117,36,88,73,2,5,3,0,1,0,0,0,7,3,0
"51718",3,1,2,0,0,0,19,1,0,0,21,6,18,20,9,0,2,0,0,0,1,0,0,0,1,0
"107880",103,807,83,1,0,2,17,2,5,40,3584,40,763,1613,1437,15,4,3,1,0,3,0,4,4,5,0
"587796",46,55,16,0,0,0,1,1,0,11,791,39,85,197,206,0,0,0,0,0,1,1,0,0,0,1
"200741",1985,8218,2029,8,8,64,269,24,32,44,2407,1568,12527,18212,14823,90,40,26,3,15,9,10,29,103,48,20
"159681",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208255",6,147,367,2,1,0,3194,15,5,6,371,986,71,141,143,1,15,0,0,3,4,4,0,1,0,0
"139162",4,17,1,0,1,0,2,0,1,1,10,1,4,16,9,23,7,190,0,0,1,0,0,0,0,1
"366048",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"149350",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"65940",0,0,0,1,0,1314,16,391,26,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"19288",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"38578",0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,5,1,0,0,5,3,3
"173632",0,0,2,0,0,41,89,2,3,7,358,39,3,2,3,0,7,5,15,18,15,1,0,28,13,19
"109054",10,0,0,0,0,9,1,0,4,0,1,0,6,1,2,9,98,5,0,3,0,0,0,5,3,0
"8882",0,1,1,1,0,0,0,10,3,0,2,0,23,84,31,2505,1365,28,1,11,17,2,1,7,1,2
"357417",1,0,0,0,1,0,6,0,15,1,1,0,38,9,1,108,7521,594,3,10,2,1,1,7,4,7
"140832",1,0,0,0,0,1,1,0,0,0,0,0,11,4,1,55,1130,34,3,5,0,0,0,8,1,2
"140761",1,0,0,0,0,29,0,13,4,0,0,0,2,12,2,272,446,478,11,33,38,0,0,2,2,0
"160023",1,2,0,0,1,0,1,0,2,1,6,3,74,655,638,21,999,47,13,68,41,0,1,0,0,0
"259571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"144284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,2,0,0,0,0,0,0
"359602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268501",0,0,0,0,0,0,0,0,2,0,0,0,24,20,15,2,1241,13,62,215,104,0,0,1,0,2
"146764",0,0,0,0,0,0,0,0,1,1,1,0,15,7,9,11,1099,108,2,8,1,0,0,0,1,0
"334678",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,212,6,0,1,0,0,0,0,0,0
"549366",0,1,0,0,1,9,149,1,6,2,2,3,32,8,3,247,4191,680,137,515,11,0,0,1,0,4
"160207",0,0,0,0,0,712,46,0,0,0,0,1,5,4,3,43,294,43,1,41,3,0,0,0,1,0
"9142",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,21,6,0,6,0,0,0,1,1,0
"45389",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,159,10,0,0,0,0,0,0,0,0
"149694",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,25,35,0,0,0,0,1,0,0,1
"151850",3,3,0,0,0,2,9,20,3,0,3,4,12,20,13,7,258,22,1,15,4,0,1,2,1,0
"128057",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,138,3,0,0,0,0,0,0,0,0
"571322",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"543247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
"104600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"168069",1,3,0,1,1,1,164,11,1,1,222,33,22,6,1,0,64,2,2,1,3,2,1,137,89,89
"9458",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
"9514",14,30,9,62,15,20210,578,2997,141481,2660,486,36,83,45,46,9,30,228,10,19,10,23,8,31,41,22
"471414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286210",0,0,0,0,0,21,27,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9551",0,0,0,0,0,3,0,0,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"9608",0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86210",0,0,0,0,0,3,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"558276",0,0,0,0,0,236,6,46,692,11,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0
"91545",0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94166",38,74,35,179,69,40060,1069,6621,397093,7435,1926,121,376,137,176,53,134,714,40,72,46,82,47,138,127,66
"17538",0,2,0,0,0,3398,54,659,279,4,1,7,0,0,0,0,0,1,0,1,0,0,0,1,1,1
"166053",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82772",27,47,34,3,3,9,7,4,45,7,9,3,100,13,7,7,50,29,65,19,233,39,20,27145,19888,23745
"550960",185,253,162,14,32,15,7,5,118,55,41,31,544,54,33,11,86,65,326,17,1123,167,72,141771,114624,124394
"236788",55,48,30,8,9,5,0,1,20,6,11,8,102,13,7,0,18,22,77,4,245,39,15,30920,25823,28811
"431764",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108266",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
"308102",0,0,0,0,0,698,60,55,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2
"201763",10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,34,3,0,0,0,0,0
"167440",0,2,0,0,0,2,2,0,0,0,0,1,3,1,3,0,0,10,0,0,0,0,0,2,0,2
"46931",1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,8,5,6
"73843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,34,28,26
"10189",41,60,15,33,62,169,452,36,4,2,3,11,33,4,2,8,214,642,2,8,2,18,549,77,48,52
"511415",0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,55,37,53
"274754",0,23,0,0,0,16,84,32,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,1,2,2
"190023",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"255774",0,2,0,0,0,3,11,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,3,3
"242005",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,41
"569973",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"295395",1,1,0,0,1,1,1,0,1,0,0,0,3,1,0,1,4,3,1,0,0,1,1,26,18,29
"77675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2
"123510",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10
"65355",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"335722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"72374",0,1,1,0,0,0,1,15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12,15,23
"592346",17,28,3,8,1,205,333,333,5,3,2,19,17,5,1,3,41,52,5,2,32,4,4,5658,4758,5798
"167950",0,0,0,0,0,3,9,3,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,81,96,87
"557905",15,73,17,1,2,504,156,104,10,3,7,114,40,7,4,0,13,5,26,4,57,10,2,6727,4814,6292
"9812",5,21,3,1,1,94,275,29,10,4,5,31,17,3,6,1,11,6,9,2,79,21,5,9890,8433,9806
"204864",14,11,16,1,3,1,0,0,6,3,3,1,32,3,2,1,5,2,18,1,29,4,3,4111,3307,3926
"94459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,4,12
"164152",4,2,1,1,1,0,0,0,8,2,0,0,5,0,2,0,5,2,5,1,17,2,2,1771,1324,1513
"85254",0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,7
"10203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9356",43,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526810",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"277352",0,4,1,0,1,382,1541,179,34,3,1,1,17,4,1,0,1495,1880,2,3,0,0,0,1,0,2
"8249",14,44,0,1,0,352,397,179,0,0,1,0,2,5,2,1,4,15,4,445,80,1,0,0,1,0
"278666",9,451,0,0,0,68,146,8,0,2,6,66,6,14,9,0,3,1,13,93,32,0,0,3,3,1
"346926",3496,1039,1180,3,6,2624,28420,4430,105,30,96,192,39,37,16,8,1311,478,14,51,13,8,2,79,54,47
"101769",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0
"140764",3,2,1,0,0,2,86,0,18,3,27,1,4,5,5,3,20,1659,3,15,4,1,0,0,0,0
"129923",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"277216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"8112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"323845",19,10,20,25,19,16,19,21,1636,160,79,43,575,1121,293,35483,48292,183197,353,68,27,49,21,88,34,39
"235822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"25508",0,0,0,0,0,0,0,0,2,1,0,0,2,6,6,225,11,2,5,8,6,0,0,1,0,0
"350845",5,0,0,0,1,0,1,1,8,2,2,1,28,56,42,898,808,256,368,1233,604,5,2,38,19,25
"257504",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,2,25,217,35,0,0,0,0,0
"310378",2,7,1,0,0,2,0,0,1,0,1,0,5,8,7,22,116,110,36,594,643,1,0,6,1,2
"105318",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,37,5,60,97,7,0,0,0,0,0
"246885",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,11,2,3,17,5,0,0,0,0,0
"96014",3,4,2,5,1,0,8,1,79,9,10,0,295,61,18,1002,40011,6559,10,16,10,3,3,25,7,7
"255044",0,0,0,0,0,1,1,1,6,1,3,1,7,10,2,375,275,431,8,702,557,2,0,4,0,0
"46393",50,367,5,0,0,16,26,8,0,0,0,4,1,1,13,0,3,0,0,0,0,0,0,0,1,0
"24308",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,63,7,14,7,1,0,0,0,1,0
"153124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0
"141875",0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,32,15,14,89,34,0,0,2,0,0
"569907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0
"198202",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,112,18,18,19,2,0,0,0,0,1
"165894",0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,5,91,14,5,188,74,0,0,0,1,0
"190729",0,0,0,0,0,0,0,0,15,1,0,0,1,1,0,4,20,3,6,17,13,0,0,1,0,0
"532913",5,4,3,3,3,1,6,4,62,11,9,9,125,194,45,5136,10895,3670,503,2138,308,4,5,13,8,7
"107320",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,4,96,119,2,0,0,0,1,0
"329714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"70494",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,113,124,37,0,0,0,1,0,0,0,0
"244721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0
"8201",0,0,0,0,0,0,0,1,0,0,0,1,1,8,4,348,0,1,0,65,1,0,0,0,0,0
"103719",3,6,0,0,0,23,14,6,0,0,1,2,4,2,1,9,309,26,16,119,44,0,0,1,0,0
"102362",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,6,2,0,0,0,0,0
"546823",0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,4,71,4,33,237,321,0,0,2,0,0
"243296",0,0,0,0,0,0,0,0,1,1,1,0,7,14,14,1,36,34,38,383,22,0,0,0,0,0
"8190",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,83,3,4,4,5,0,0,0,0,0
"8178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0
"166304",0,0,0,0,0,0,0,0,1,0,1,0,1,4,4,16,8,4,2,4,2,0,0,0,0,0
"87158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"165647",2,3,0,0,0,3,4,1,23,4,2,0,11,14,4,77,332,503,10,38,33,0,0,10,6,8
"354436",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,159,82,0,1,0,0,0,0,0,0
"113799",0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,28,4,2,3,2,0,0,0,0,0
"581833",0,1,0,0,0,0,0,0,3,0,1,0,1,8,7,111,23,32,12,117,13,0,0,0,0,0
"516251",2,1,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333725",0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,3,2,25,23,442,2,0,1,0,0
"140933",1722,5178,141,40,23,7032,8974,1957,44,12,60,620,54,86,60,66,921,619,19,125,249,4,2,40,39,16
"173619",0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"221119",0,2,0,0,0,1,0,0,16,1,2,2,9,17,11,13,551,165,55,406,113,0,1,16,5,4
"101411",0,0,0,0,0,0,0,0,1,2,6,3,131,589,563,5,8,0,2,10,2,0,0,2,0,0
"205808",0,4,1,0,2,0,0,0,6,3,7,10,963,2065,1976,12,6,3,1,13,4,1,5,7,2,0
"511577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0
"39461",0,0,0,0,0,0,0,0,0,0,0,0,4,34,32,0,2,0,0,0,0,0,0,0,0,0
"8051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,61,10,0,0,1,0,0
"141872",8,15,5,8,9,3,6,9,43,41,147,355,8567,41164,38135,205,76,101,274,13321,2135,8,27,76,11,9
"8057",0,8,8,0,0,0,0,0,4,0,6,7,84,833,715,22,23,76,15,41,20,0,0,1,1,0
"574649",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,395,125,1,3,0,0,0,0,0,0
"8101",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,14,0,1,2,1,0,0,0,0,0
"592523",0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,8,190,5,14,81,11,0,0,0,0,0
"252006",6,22,1,1,0,2,26,2,0,0,2,0,3,5,6,1,124,6,3,103,25,1,0,3,3,0
"18746",1,4,1,1,3,0,59,1,26,6,15,5,160,648,229,171,9806,2378,52,468,196,0,0,16,9,10
"347038",300,1,1,0,0,0,1,1,0,0,0,0,6,9,2,0,0,2,0,2,14,0,0,1,0,0
"419180",126,2461,13,0,0,0,1,0,2,0,0,9,48,28,37,0,15,2,14,69,5,0,0,2,2,0
"8008",9,48,95,0,0,0,0,0,0,0,1,1,0,4,2,0,1,0,4,5,2,0,0,0,0,0
"555343",213,747,16,0,0,9,84,1,0,1,280,96,22,33,38,1,1,0,7,228,91,0,0,4,6,1
"362382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,6,12,4,0,0,0,0,0
"83477",13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,264,57,0,1,0,0,0
"7509",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"7510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"358039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0
"568686",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,15,32,2,1,2,2,0
"341286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0
"571311",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0
"139981",2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
"313985",2463,1500,5755,1,1,3,79,30,0,1,1,1,8,13,5,0,1,1,4,13,8,2,0,9,5,14
"168486",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,0,14,31,17,0,0,0,0,0
